,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
110,CHEMBL4209431,COC(=O)c1ccc(COc2ccc(F)cc2CN2CCN(C(=O)CNC(=O)CC3CCC(F)(F)CC3)CC2)cc1,active,575.6280000000002,4.167300000000004,1.0,6.0,7.7447274948966935
111,CHEMBL4208899,COC(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)CC3CCC(F)(F)CC3)CC2)cc1,active,592.0830000000002,4.681600000000004,1.0,6.0,7.823908740944319
112,CHEMBL4213824,COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC3CC34CCCCC4)CC2)cc1,active,547.6960000000005,4.173100000000003,1.0,6.0,7.136677139879544
113,CHEMBL4213290,COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC3CC3(C)C)CC2)cc1,active,507.6310000000004,3.248800000000001,1.0,6.0,6.522878745280337
115,CHEMBL4217701,COC(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)C(F)(F)C(F)F)CC2)cc1,active,559.9440000000002,3.3664000000000014,1.0,6.0,6.795880017344075
117,CHEMBL4214380,O=C(CC1CCC(F)(F)CC1)NCC(=O)N1CCN(Cc2cc(Cl)ccc2O)CC1,active,443.92200000000025,3.021600000000001,2.0,4.0,6.327902142064283
120,CHEMBL4205104,O=C(CC1CCC(F)(F)CC1)NCC(=O)N1CCN(Cc2cc(Br)ccc2O)CC1,active,488.3730000000002,3.130700000000002,2.0,4.0,6.102372908709558
121,CHEMBL4205619,O=C(NCC(=O)N1CCN(Cc2cc(Cl)ccc2O)CC1)C1CC12CCC(F)(F)CC2,active,455.93300000000033,3.021600000000001,2.0,4.0,6.7447274948966935
122,CHEMBL4210009,Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)CC2CCC(F)(F)CC2)CC1,active,442.93800000000033,2.898200000000001,2.0,4.0,6.468521082957745
126,CHEMBL4213694,Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,active,454.94900000000035,2.898200000000001,2.0,4.0,7.0
127,CHEMBL4214214,Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)C2CC23CCCC3)CC1,active,404.94200000000035,2.2628999999999992,2.0,4.0,6.619788758288394
129,CHEMBL4203991,CCC1(CC)CC1C(=O)NCC(=O)N1CCN(Cc2cc(Cl)ccc2N)CC1,active,406.95800000000014,2.5089000000000006,2.0,4.0,6.795880017344075
132,CHEMBL4212571,[2H]C([2H])(c1cc(Cl)ccc1N)N1CCN(C(=O)CNC(=O)CC2CCC(F)(F)CC2)CC1,active,444.9502035560003,2.898200000000001,2.0,4.0,6.459670525209126
133,CHEMBL4208672,[2H]C([2H])(c1cc(Cl)ccc1N)N1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,active,456.9612035560003,2.898200000000001,2.0,4.0,7.026872146400302
134,CHEMBL4208672,[2H]C([2H])(c1cc(Cl)ccc1N)N1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,active,456.9612035560003,2.898200000000001,2.0,4.0,7.292429823902063
135,CHEMBL4208672,[2H]C([2H])(c1cc(Cl)ccc1N)N1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,active,456.9612035560003,2.898200000000001,2.0,4.0,6.7447274948966935
136,CHEMBL4209778,O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(Br)cc2)CC1,active,594.5940000000002,5.395000000000005,1.0,4.0,6.657577319177793
137,CHEMBL4217113,COC(=O)c1ccc(COc2ccc(F)cc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,active,591.7240000000002,4.558200000000004,1.0,6.0,8.853871964321762
138,CHEMBL4205398,COC(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,active,608.1790000000002,5.072500000000005,1.0,6.0,8.958607314841775
139,CHEMBL4212693,COC(=O)c1ccc(COc2ccc(Br)cc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,active,652.63,5.181600000000005,1.0,6.0,8.045757490560675
140,CHEMBL4217639,COC(=O)c1ccc(COc2ccc(C)cc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,active,587.7610000000002,4.727520000000005,1.0,6.0,7.920818753952375
142,CHEMBL4213225,COC(=O)c1ccc(COc2ccc(C#N)cc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,active,598.7440000000001,4.290780000000003,1.0,7.0,7.301029995663981
143,CHEMBL4206118,COS(=O)(=O)c1ccc(COc2ccc(F)cc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,active,627.779,4.106700000000003,1.0,7.0,8.301029995663981
145,CHEMBL4215782,COC(=O)c1ccc(CCc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,active,571.7620000000003,4.625300000000004,1.0,5.0,7.698970004336019
146,CHEMBL4210142,NC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,active,558.7230000000003,3.7314000000000025,2.0,5.0,6.154901959985743
147,CHEMBL4208459,COC(=O)c1cccc(-c2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)c1,active,578.1530000000002,5.160500000000004,1.0,5.0,6.6020599913279625
148,CHEMBL4203573,COC(=O)c1ccc(Oc2cc(Cl)cc(CN3CCN(C(=O)CNC(=O)CC45CC6CC(CC(C6)C4)C5)CC3)c2)cc1,active,594.1520000000003,5.285800000000005,1.0,6.0,7.795880017344075
149,CHEMBL4207713,NS(=O)(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,active,594.7780000000001,3.2799000000000014,2.0,6.0,6.455931955649724
150,CHEMBL4202839,CNS(=O)(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,active,608.8050000000002,3.540600000000002,2.0,6.0,6.522878745280337
151,CHEMBL4211136,CN(C)S(=O)(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,active,622.8320000000001,3.882800000000003,1.0,6.0,6.3979400086720375
152,CHEMBL4209813,O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(-c3ncco3)cc2)CC1,active,582.7450000000002,5.287500000000005,1.0,6.0,6.568636235841013
153,CHEMBL4212162,O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cc(Cl)ccc2F)CC1,active,462.00900000000024,3.8460000000000027,1.0,3.0,6.443697499232712
156,CHEMBL2323057,O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cc(Br)ccc2O)CC1,active,504.4690000000003,3.521600000000002,2.0,4.0,6.301029995663981
157,CHEMBL4209870,O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cc(Cl)ccc2O)CC1,active,460.01800000000026,3.4125000000000023,2.0,4.0,6.698970004336019
158,CHEMBL4208401,Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)CC1,active,459.03400000000045,3.2891000000000012,2.0,4.0,7.045757490560675
159,CHEMBL4211342,CC(=O)Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)CC1,active,501.0710000000005,3.665300000000002,2.0,4.0,6.022276394711152
160,CHEMBL4211619,N#Cc1ccc(Br)cc1CN1CCN(C(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)CC1,active,513.4800000000005,3.687680000000002,1.0,4.0,6.508638306165727
164,CHEMBL4203875,O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cc(Cl)cc(F)c2F)CC1,active,479.99900000000025,3.9851000000000028,1.0,3.0,6.173925197299173
165,CHEMBL4204421,O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cc(Cl)c(F)cc2F)CC1,active,479.99900000000025,3.9851000000000028,1.0,3.0,6.431798275933005
167,CHEMBL4215666,O=C(CC12CC3CC(CC(C3)C1)C2)NCC(=O)N1CCN(Cc2cc(Cl)cc(Cl)c2Cl)CC1,active,512.9090000000003,5.0137000000000045,1.0,3.0,6.366531544420414
168,CHEMBL4205782,CS(=O)(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)C3CC34CCC(F)(F)CC4)CC2)cc1,active,624.1500000000002,4.298500000000003,1.0,6.0,7.031517051446065
169,CHEMBL4218620,[2H]C([2H])(c1cc(Cl)ccc1NCc1ccc(S(C)(=O)=O)cc1)N1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,active,625.1782035560001,4.331600000000003,2.0,6.0,6.962573502059376
170,CHEMBL2323039,COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,active,573.7340000000003,4.419100000000004,1.0,6.0,7.1938200260161125
172,CHEMBL4208672,[2H]C([2H])(c1cc(Cl)ccc1N)N1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,active,456.9612035560003,2.898200000000001,2.0,4.0,6.787812395596042
173,CHEMBL4213070,CS(=O)(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)CC3CCC(F)(F)CC3)CC2)cc1,active,612.1390000000001,4.298500000000003,1.0,6.0,7.42021640338319
174,CHEMBL4205782,CS(=O)(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)C3CC34CCC(F)(F)CC4)CC2)cc1,active,624.1500000000002,4.298500000000003,1.0,6.0,7.455931955649724
175,CHEMBL4205782,CS(=O)(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)C3CC34CCC(F)(F)CC4)CC2)cc1,active,624.1500000000002,4.298500000000003,1.0,6.0,7.721246399047171
176,CHEMBL4208258,CS(=O)(=O)c1ccc(CNc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)CC3CCC(F)(F)CC3)CC2)cc1,active,611.1550000000002,4.3316000000000034,2.0,6.0,7.552841968657781
177,CHEMBL4203388,CS(=O)(=O)c1ccc(CNc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)C3CC34CCC(F)(F)CC4)CC2)cc1,active,623.1660000000003,4.3316000000000034,2.0,6.0,7.3979400086720375
178,CHEMBL4218620,[2H]C([2H])(c1cc(Cl)ccc1NCc1ccc(S(C)(=O)=O)cc1)N1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,active,625.1782035560001,4.331600000000003,2.0,6.0,7.6777807052660805
180,CHEMBL4441098,Cc1[nH]nc(-c2ccc(OCCN3CCC(C(N)=O)CC3)cc2O)c1-c1ccc(Cl)cc1,active,454.9580000000002,3.9872200000000024,3.0,5.0,7.301029995663981
181,CHEMBL1655,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,active,405.969,6.215000000000006,0.0,2.0,7.045757490560675
182,CHEMBL35228,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,active,518.0610000000005,6.085800000000006,2.0,7.0,6.086186147616283
185,CHEMBL1360108,N#Cc1c(NCCN)nc(-c2ccccc2)c2c1CCCC2,inactive,292.38600000000014,2.8696800000000016,2.0,4.0,4.61261017366127
187,CHEMBL4778899,CCCNC(=O)[C@@H]1O[C@H]1C(=O)N[C@@H](Cc1ccc(C)cc1)C(=O)N[C@H](C(=O)N1CCN(Cc2ccccc2)CC1)c1ccccc1,active,625.7700000000002,2.517820000000005,3.0,6.0,7.154901959985743
189,CHEMBL4065616,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,active,602.5850000000002,2.3121799999999997,4.0,13.0,6.494850021680094
190,CHEMBL5092756,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,active,812.9459999999998,7.5641800000000075,3.0,14.0,6.173925197299173
191,CHEMBL5077949,CCCCCCCCCCOCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,active,814.9179999999998,6.410480000000006,3.0,15.0,6.522878745280337
192,CHEMBL5086796,CCC(CC)COC(=O)[C@@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](OC(=O)CCCCCCCCCCCN=[N+]=[N-])[C@@H]1O)Oc1ccccc1,active,825.9049999999994,7.074380000000008,3.0,15.0,6.301029995663981
194,CHEMBL5074199,CCSCCCCCCCCCCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,active,845.0129999999996,7.517180000000008,3.0,15.0,6.6020599913279625
195,CHEMBL5090826,CCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,active,812.946,7.5641800000000075,3.0,14.0,6.1487416512809245
196,CHEMBL5079736,CCCCCCCCCCOCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,active,814.918,6.410480000000005,3.0,15.0,6.795880017344075
197,CHEMBL5084473,CCC(CC)COC(=O)[C@@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1OC(=O)CCCCCCCCCCCN=[N+]=[N-])Oc1ccccc1,active,825.9049999999993,7.074380000000007,3.0,15.0,6.346787486224656
199,CHEMBL5092860,CCSCCCCCCCCCCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,active,845.0129999999999,7.517180000000007,3.0,15.0,6.552841968657781
200,CHEMBL5086165,CCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](OC(=O)CCCCCCCCCCCCC)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,inactive,1023.307,12.816179999999987,2.0,15.0,4.91721462968355
201,CHEMBL5080493,CCCCCCCCCCOCCC(=O)O[C@H]1[C@@H](OC(=O)CCOCCCCCCCCCC)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,inactive,1027.251,10.508779999999994,2.0,17.0,4.301029995663981
202,CHEMBL111077,CCCCCCCCCCCCCC(=O)O,inactive,228.37599999999995,4.772100000000004,1.0,1.0,4.301029995663981
203,CHEMBL1871969,CCCCCCCCCCOCCC(=O)O,inactive,230.34799999999996,3.618400000000002,1.0,2.0,4.301029995663981
204,CHEMBL1760728,CCSCCCCCCCCCCCC(=O)O,inactive,260.4429999999999,4.725100000000003,1.0,2.0,4.301029995663981
205,CHEMBL5086572,[N-]=[N+]=NCCCCCCCCCCCC(=O)O,inactive,241.33499999999995,4.282300000000003,1.0,2.0,4.301029995663981
206,CHEMBL4065616,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,inactive,602.5850000000002,2.3121799999999997,4.0,13.0,4.619788758288394
207,CHEMBL5092756,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,inactive,812.9459999999998,7.5641800000000075,3.0,14.0,4.301029995663981
208,CHEMBL5077949,CCCCCCCCCCOCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,inactive,814.9179999999998,6.410480000000006,3.0,15.0,4.443697499232712
209,CHEMBL5086796,CCC(CC)COC(=O)[C@@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](OC(=O)CCCCCCCCCCCN=[N+]=[N-])[C@@H]1O)Oc1ccccc1,inactive,825.9049999999994,7.074380000000008,3.0,15.0,4.301029995663981
